Date,Open,High,Low,Close,Volume,Symbol
2021-03-31 04:00:00+00:00,15.771564622354088,15.960163125448059,15.653690745276315,15.70083999633789,12576300,KEY
2021-04-01 04:00:00+00:00,15.65368997870857,15.975879259738985,15.606540729955912,15.928730010986328,9114000,KEY
2021-04-05 04:00:00+00:00,16.164478352288533,16.290210686184157,15.818713684651746,15.94444751739502,6661300,KEY
2021-04-06 04:00:00+00:00,15.889438309427549,16.02302910154427,15.732273641485765,15.968021392822266,6868300,KEY
2021-04-07 04:00:00+00:00,16.038748811735545,16.148764248342825,15.905157996349027,16.140907287597656,7573200,KEY
2021-04-08 04:00:00+00:00,15.90515694372892,16.02303083212826,15.645833789711245,15.975881576538086,9500600,KEY
2021-04-09 04:00:00+00:00,16.18805866889312,16.36879876668891,16.07804171901246,16.1959171295166,9630900,KEY
2021-04-12 04:00:00+00:00,16.290210224743472,16.40022713792151,16.227344059576424,16.376651763916016,5648700,KEY
2021-04-13 04:00:00+00:00,16.290210774834236,16.32164460790303,15.897296854560294,16.093753814697266,7421800,KEY
2021-04-14 04:00:00+00:00,15.999453617082267,16.49452444465195,15.999453617082267,16.345216751098633,7120100,KEY
2021-04-15 04:00:00+00:00,16.38451394393223,16.38451394393223,15.889441469286133,16.18805694580078,9358900,KEY
2021-04-16 04:00:00+00:00,16.392368587582,16.49452554333515,16.20377009314322,16.250919342041016,7957600,KEY
2021-04-19 04:00:00+00:00,16.329504592514226,16.47095235800215,15.999456808680131,16.046606063842773,9297600,KEY
2021-04-20 04:00:00+00:00,15.873724565047647,16.015172331450714,15.520101401920462,15.590826034545898,12741800,KEY
2021-04-21 04:00:00+00:00,15.504384030923921,16.093754953021516,15.386510146273956,16.06232261657715,7804200,KEY
2021-04-22 04:00:00+00:00,16.093755312636933,16.109472230634193,15.716558273789456,15.724416732788086,8462600,KEY
2021-04-23 04:00:00+00:00,15.755845010648205,16.40808195101627,15.62225423978499,16.32164192199707,11988200,KEY
2021-04-26 04:00:00+00:00,16.53382138707102,16.87172615879344,16.518104467777533,16.714561462402344,12438100,KEY
