Date,Open,High,Low,Close,Volume,Symbol
2021-03-31 04:00:00+00:00,68.58532693845267,70.39684673378139,68.33297729054861,69.94622039794922,4103400,MCHP
2021-04-01 04:00:00+00:00,70.97366236949362,72.2714686817173,70.65822524527638,72.17683410644531,4140600,MCHP
2021-04-05 04:00:00+00:00,73.56023019289428,74.11900233212572,72.51027022429194,73.82159423828125,4198200,MCHP
2021-04-06 04:00:00+00:00,73.19975646781647,74.02890742700738,72.13627784589299,72.4336929321289,2843600,MCHP
2021-04-07 04:00:00+00:00,72.64095697339762,72.97892669276145,71.58649309922522,71.96952819824219,2248800,MCHP
2021-04-08 04:00:00+00:00,72.69053873080577,72.95640663917824,71.52792186970447,72.9068374633789,2926000,MCHP
2021-04-09 04:00:00+00:00,72.42919527822406,73.23130989657594,72.06869270372536,72.87982177734375,2659200,MCHP
2021-04-12 04:00:00+00:00,72.25795004977667,72.42918341570741,70.76637080613033,71.54595947265625,2724600,MCHP
2021-04-13 04:00:00+00:00,71.96504781393153,72.35258686356607,69.5271568956028,70.91058349609375,3042000,MCHP
2021-04-14 04:00:00+00:00,70.52753065383496,71.86589152206639,70.02733510837459,70.4419174194336,2167400,MCHP
2021-04-15 04:00:00+00:00,71.55496647837707,72.4697444403871,70.82045008667392,72.28948974609375,2732800,MCHP
2021-04-16 04:00:00+00:00,72.1362837129997,72.3661007295938,71.24854904691958,71.32965850830078,2504600,MCHP
2021-04-19 04:00:00+00:00,71.06377095252819,71.22599670656666,68.81063929977833,69.40997314453125,2946000,MCHP
2021-04-20 04:00:00+00:00,68.83318371437845,69.16664973114186,67.0036416009211,67.4722900390625,3369000,MCHP
2021-04-21 04:00:00+00:00,67.3145877907387,69.82006999411567,66.64765562971354,69.68938446044922,3761600,MCHP
2021-04-22 04:00:00+00:00,69.5316579553629,69.91468628661246,67.80575794228268,68.21131896972656,3307800,MCHP
2021-04-23 04:00:00+00:00,68.93231837694775,70.84748050523554,68.83768381104548,70.46895599365234,4632400,MCHP
2021-04-26 04:00:00+00:00,70.3788308948847,72.08220508647533,70.17154659248854,71.7217025756836,3840600,MCHP
2021-04-27 04:00:00+00:00,71.8298455579174,72.74011281308071,70.88353424157125,70.96915435791016,3685200,MCHP
2021-04-28 04:00:00+00:00,70.60412371161809,70.64017463988581,69.40546300777108,69.67583465576172,2967800,MCHP
2021-04-29 04:00:00+00:00,70.33376966470006,70.68525770825605,69.20269987079686,70.25716400146484,2016800,MCHP
2021-04-30 04:00:00+00:00,69.1531238677705,69.79301247048754,67.39567694739517,67.7246322631836,4010400,MCHP
2021-05-03 04:00:00+00:00,68.6979839455401,68.86472036651328,66.38627550417098,66.75128173828125,3224200,MCHP
2021-05-04 04:00:00+00:00,66.05732575630194,66.12492384542041,64.53421312089132,65.28675842285156,5768600,MCHP
2021-05-05 04:00:00+00:00,66.28715194048168,67.2650104881844,64.98484180655338,65.62923431396484,4161200,MCHP
2021-05-06 04:00:00+00:00,65.51207517110383,66.12943120416752,64.5837857889452,66.02127838134766,5083400,MCHP
2021-05-07 04:00:00+00:00,68.68446419714874,68.68446419714874,66.72874758078193,67.48129272460938,4884800,MCHP
2021-05-10 04:00:00+00:00,67.03518195677316,67.19740773864059,64.52970022927538,64.57926940917969,4435600,MCHP
2021-05-11 04:00:00+00:00,63.182333657442555,65.72386640261784,62.46583242065399,65.57064819335938,4379600,MCHP
2021-05-12 04:00:00+00:00,63.96642014402172,64.47563020850052,62.42978237274601,62.70016098022461,5059400,MCHP
2021-05-13 04:00:00+00:00,63.59239575303103,64.85865484454216,62.957017750950804,64.04302215576172,3801200,MCHP
2021-05-14 04:00:00+00:00,64.98033006998615,66.26912193957067,64.16469732884603,65.55262756347656,3763600,MCHP
2021-05-17 04:00:00+00:00,64.75502915034808,65.1245461949616,63.448215000795145,64.67391967773438,2226000,MCHP
2021-05-18 04:00:00+00:00,64.23228554984189,65.67429556476034,64.11512515843545,64.1827163696289,2751600,MCHP
2021-05-19 04:00:00+00:00,63.0201070113538,66.49443282722828,62.79929759220731,66.23757934570312,4007400,MCHP
